Geneid	DA1	DA1c	DA2	DA2c	DA3	DA3c	DB1	DB1c	DB2	DB2c	DB3	DB3c	DD1	DD1c	DD2	DD2c	DD3	DD3c
ENSG00000289120	4	0	2	0	1	0	3	2	2	0	3	0	7	0	0	1	3	0
IGLV2-11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000274381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLV3-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLV3-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLV2-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLV3-7	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLV3-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLV2-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLV3-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLV4-3	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
IGLV3-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLV3-1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	0
MIR5571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLL5	19	1	7	0	13	0	17	0	17	3	3	0	3	2	8	0	3	0
IGLJ1	4	0	0	0	1	0	0	2	0	3	2	0	0	0	1	0	2	0
IGLC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLJ2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLJ3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLJ4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLC4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLJ5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLC5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLJ6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLC6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0
IGLJ7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLC7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237472	4	0	0	2	3	0	1	6	0	2	0	0	0	1	0	1	2	0
ENSG00000223679	0	0	0	1	0	1	0	3	0	0	0	1	0	1	0	7	0	5
RSPH14	13	15	59	24	30	21	32	149	15	113	16	54	34	29	27	20	14	17
GNAZ	425	273	312	253	291	211	322	585	235	382	276	286	195	214	137	335	262	290
RAB36	38	387	33	303	44	278	43	1553	26	870	19	1135	42	545	21	933	44	921
BCR	50	664	38	564	70	486	30	1671	38	1122	31	1025	56	988	45	1441	72	1287
BCRP8	0	0	0	0	0	2	0	2	0	0	0	1	0	0	0	1	0	0
RN7SL263P	0	0	0	0	0	2	0	6	0	3	0	6	0	1	0	1	0	0
FBXW4P1	16	16	18	10	19	14	14	26	11	33	16	37	8	17	9	28	22	23
ENSG00000214526	1	0	0	2	1	0	2	0	0	1	0	0	0	0	0	1	0	0
LINC02556	0	0	0	0	2	0	2	1	0	1	1	0	0	0	1	0	1	0
CES5AP1	4	1	3	1	0	1	4	2	3	3	0	4	1	2	0	1	8	0
ZDHHC8P1	12	39	20	62	10	46	22	119	20	53	15	99	16	30	3	43	19	43
ENSG00000248409	0	7	0	1	0	0	0	12	0	0	0	5	0	6	0	6	0	3
LINC01659	8	6	5	6	3	12	6	53	1	36	6	33	11	14	0	26	12	36
ENSG00000227755	16	3	3	8	6	4	1	26	4	24	3	6	3	2	9	11	5	10
FAM230I	0	0	0	0	0	0	0	3	0	2	1	0	0	0	1	7	0	1
ENSG00000287864	0	3	0	1	0	6	0	6	0	2	0	7	0	10	0	10	0	10
LINC02557	0	1	0	0	0	1	0	2	0	1	0	3	0	0	0	3	0	3
PCAT14	0	1	0	2	0	0	0	4	0	3	2	2	0	0	0	2	0	0
ENSG00000224277	0	3	0	1	0	0	0	0	0	2	0	4	0	1	0	1	0	0
IGLL1	1	6	0	5	0	2	0	6	1	3	0	1	0	3	0	6	1	5
ENSG00000272733	6	5	6	1	1	7	1	13	10	7	2	3	4	9	4	7	29	7
ENSG00000278655	0	5	0	0	0	0	0	4	0	6	0	1	0	2	0	3	0	2
DRICH1	0	2	1	4	0	3	0	16	2	16	0	7	1	8	0	23	0	4
ENSG00000275609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211683	4	5	0	3	0	2	0	3	0	10	0	3	1	6	0	4	0	3
GUSBP11	28	215	18	246	23	309	13	699	8	421	14	502	19	330	27	419	23	471
ENSG00000234353	0	5	0	3	0	4	0	16	0	10	0	9	0	12	0	17	0	8
ASLP1	0	22	0	8	0	16	2	35	0	18	0	13	0	12	0	23	6	14
ENSG00000272578	29	105	14	66	2	91	17	234	10	118	14	94	12	70	2	143	13	83
RGL4	0	13	0	3	0	17	0	60	0	29	0	44	0	14	0	48	0	36
ZNF70	85	420	47	420	73	298	64	825	39	559	29	520	36	393	49	603	56	386
VPREB3	53	5	20	1	33	7	21	20	31	6	57	6	27	1	29	3	47	2
C22orf15	10	15	0	3	0	4	1	17	2	3	0	17	2	14	1	2	0	4
CHCHD10	418	266	238	148	358	160	326	217	417	93	366	85	323	80	301	111	548	96
MMP11	39	264	19	232	13	207	19	497	10	271	26	262	42	214	19	392	34	375
SMARCB1	2246	2644	1490	1851	1345	2113	1480	7112	1089	3782	1293	3412	1512	1827	753	2376	858	1824
DERL3	18	19	12	17	19	15	8	77	13	29	0	43	3	19	7	20	0	14
ENSG00000272973	64	26	42	26	16	41	63	110	53	69	43	45	38	30	68	28	47	45
SLC2A11	164	280	115	220	117	241	136	540	116	349	101	279	117	272	94	479	132	440
ENSG00000251357	7	2	3	0	7	0	0	0	5	0	3	3	2	2	2	1	0	3
ENSG00000279467	2	12	1	9	2	9	1	17	5	13	2	4	5	5	1	11	5	12
RN7SL268P	0	12	0	1	0	6	0	3	0	2	0	0	0	4	4	6	0	5
MIF	4332	1394	2523	1119	3153	1410	3500	6926	3333	3270	3268	1906	3150	1276	2206	1265	3129	1049
MIF-AS1	27	4	6	10	5	6	10	6	4	5	12	8	8	4	4	2	2	8
ENSG00000273295	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	20	4
ENSG00000225282	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000206090	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0
ENSG00000231271	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GSTT2B	0	3	2	1	6	0	0	3	0	6	1	2	4	0	3	1	0	0
ENSG00000228039	0	0	0	1	0	0	0	4	0	1	0	1	0	0	0	2	0	0
DDTL	34	36	24	37	11	41	33	220	29	194	33	63	12	87	32	91	39	49
ENSG00000272787	9	16	5	12	5	10	4	97	5	104	2	45	7	26	2	32	8	32
DDT	29	7	9	7	14	13	5	56	17	23	10	9	3	4	17	1	11	4
ENSG00000285762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224205	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
ENSG00000250470	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0
GSTT2	1	0	0	0	0	0	0	2	2	5	0	2	0	0	1	0	0	0
GSTT4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0
ENSG00000235689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CABIN1	67	2728	34	2281	39	2120	50	6879	28	3542	24	7045	44	3499	26	5033	46	4747
ENSG00000232545	0	11	0	19	0	7	0	40	0	27	0	40	0	26	0	37	0	18
SUSD2	0	96	5	52	2	62	1	174	2	110	0	131	4	107	5	166	7	179
GGT5	3	15	4	1	0	6	0	25	1	17	2	13	1	14	1	20	2	22
GGTLC4P	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0
POM121L9P	0	0	1	1	3	6	5	26	2	27	4	14	6	23	1	30	1	16
BCRP1	4	1	0	0	0	0	7	8	6	10	0	6	0	9	2	11	0	1
ENSG00000215464	6	2	3	0	5	0	3	2	2	4	1	1	0	2	6	1	4	0
SPECC1L	195	769	132	720	148	592	145	1090	141	680	102	746	166	997	105	1530	181	1790
SPECC1L-ADORA2A	0	6	0	7	1	2	0	2	1	0	0	3	0	0	0	10	0	3
ADORA2A	1	5	5	6	1	2	1	23	0	13	3	20	2	8	1	15	2	20
ADORA2A-AS1	8	22	18	14	14	14	0	23	12	18	6	24	1	20	1	18	0	42
UPB1	7	4	8	4	1	2	0	5	3	18	0	6	0	6	0	6	0	16
ENSG00000228923	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0
GUCD1	315	1636	271	1240	252	1273	249	2882	206	1804	238	1893	317	1308	128	1800	297	1721
SNRPD3	447	523	317	417	343	498	333	2411	282	1716	326	726	327	521	251	572	460	509
ENSG00000286070	3	18	4	6	3	3	0	21	0	16	3	19	0	10	1	20	2	21
LRRC75B	144	123	127	153	124	144	102	346	145	193	88	215	113	224	125	279	100	371
GGT1	1	35	0	8	0	7	1	43	2	37	0	30	0	49	0	52	0	47
ENSG00000230947	0	0	0	0	0	1	0	3	0	0	0	2	0	1	0	1	0	0
BCRP3	0	4	6	10	0	7	4	12	0	15	0	9	0	13	4	22	1	23
ENSG00000284233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284128	0	4	4	3	1	8	5	15	5	13	1	8	4	9	5	11	1	19
ENSG00000284070	0	8	0	13	0	3	0	7	1	7	1	10	0	11	1	8	3	10
POM121L10P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL5AP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224334	0	1	0	2	0	0	0	1	0	1	0	2	0	0	0	0	0	0
ENSG00000282012	6	0	0	0	0	0	6	1	0	0	0	0	3	0	2	0	0	0
ENSG00000237601	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CRIP1P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIWIL3	1	0	0	0	1	0	0	2	0	1	0	0	5	1	1	1	0	5
SGSM1	153	338	146	273	138	231	122	786	97	440	80	933	171	447	76	622	124	593
ENSG00000199783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM211	7	1	1	0	0	1	0	3	0	4	4	1	5	0	4	0	2	3
KIAA1671	154	1295	89	1059	89	1035	80	2936	94	1813	81	2358	63	1850	79	2651	95	2443
ENSG00000279085	1	11	0	1	0	8	0	20	3	9	0	11	0	6	0	17	0	8
ENSG00000279548	0	7	0	3	0	2	0	8	0	3	0	2	1	3	0	1	0	1
ENSG00000279006	2	4	1	9	0	5	0	18	0	19	0	12	0	12	0	29	0	17
ENSG00000279110	0	35	4	46	0	25	0	88	0	49	2	38	1	32	0	48	7	35
KIAA1671-AS1	23	2	31	4	36	2	32	3	34	1	26	3	35	0	34	5	11	2
ENSG00000271181	0	0	0	0	0	0	0	1	0	1	0	4	0	2	0	4	0	0
CRYBB3	0	4	0	7	0	5	0	24	1	12	1	10	0	14	0	12	0	12
ENSG00000236641	7	9	2	0	2	3	7	4	0	4	5	2	0	1	0	8	4	0
CRYBB2	31	5	26	0	7	10	23	9	11	8	7	8	30	14	9	8	18	9
ENSG00000279298	0	1	0	2	0	2	0	4	0	2	0	0	0	0	0	4	0	6
ENSG00000233577	174	32	109	12	121	17	134	225	126	99	142	70	154	27	54	26	126	12
ENSG00000285968	6	1	12	2	10	5	20	4	4	1	12	1	3	2	8	1	2	2
ENSG00000285690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLL3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230637	0	6	0	2	0	3	0	6	0	10	0	1	0	3	0	6	0	3
ENSG00000231466	0	7	0	3	0	1	0	3	0	4	0	2	0	0	0	1	0	5
LRP5L	35	272	41	150	56	146	41	337	39	208	27	270	42	158	47	306	38	287
ENSG00000272942	0	31	1	43	1	51	2	135	3	157	0	42	1	65	3	120	0	94
ENSG00000272798	0	21	0	27	0	35	0	68	0	55	1	38	2	38	0	28	0	40
IGLVIVOR22-1	2	22	1	23	3	28	0	62	0	53	5	37	1	28	0	37	4	26
CRYBB2P1	738	748	496	652	496	749	599	3313	505	2470	459	1329	529	905	352	1113	539	1000
MIR6817	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	1	0	3
ENSG00000272977	6	83	1	91	3	82	4	322	2	318	3	225	10	192	0	311	3	201
ENSG00000234884	11	2	0	0	0	3	2	3	4	4	2	1	7	5	4	8	0	2
GRK3	267	354	171	263	178	257	182	1006	145	737	104	710	165	618	117	880	211	571
ENSG00000237387	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1
YES1P1	0	3	0	3	0	0	0	17	1	7	0	1	0	10	0	17	0	6
RNA5SP494	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
MYO18B	0	15	1	16	8	8	0	27	0	43	9	28	2	28	0	63	0	55
ENSG00000278960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYO18B-AS1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000232464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02559	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229770	1	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1
SEZ6L	8	12	4	8	1	8	16	16	1	7	2	16	2	5	6	7	2	18
SEZ6L-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230203	2	0	0	0	1	0	0	5	3	1	0	4	1	0	1	0	0	0
ASPHD2	138	163	112	138	129	130	94	341	65	244	77	143	81	111	67	235	122	153
HPS4	184	1230	125	1050	132	993	72	3654	129	2462	75	2376	77	2521	82	4312	89	4723
SRRD	220	125	152	123	179	126	94	495	95	421	93	169	147	250	76	364	166	199
TFIP11	85	1584	31	1216	30	901	25	3191	37	2218	41	1713	47	2875	27	4395	50	5394
TFIP11-DT	49	146	29	82	26	134	29	1044	27	819	32	277	25	152	17	236	29	98
TPST2	334	505	242	446	262	470	202	1588	199	904	168	865	225	543	172	637	223	517
MIR548J	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
HMGB1P10	16	1	10	1	5	8	4	6	1	2	3	3	6	6	3	2	7	2
ENSG00000286326	2	0	3	2	0	3	1	4	2	9	1	7	0	7	7	11	0	4
CRYBB1	39	2	39	6	38	4	27	6	25	2	35	11	23	1	13	5	30	0
CRYBA4	17	0	32	3	13	0	12	6	12	2	9	3	7	0	11	4	9	1
ISCA2P1	6	5	6	3	0	4	3	13	1	10	2	4	5	1	0	0	0	3
MIAT	0	18	0	9	2	20	5	58	3	40	0	42	0	29	3	62	3	25
ENSG00000278404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206028	0	3	1	0	0	1	0	4	0	3	2	7	2	3	0	4	0	1
ENSG00000277941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIATNB	12	26	36	30	16	50	12	147	15	146	13	68	16	39	18	120	6	45
ENSG00000276991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01422	5	0	1	2	0	2	0	12	0	17	0	0	0	3	0	6	0	1
ENSG00000231369	13	0	5	1	11	3	7	9	15	4	13	1	6	0	8	0	12	0
ENSG00000235271	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0
ENSG00000279440	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RNU6-1066P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280025	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231405	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	4	0
ENSG00000238195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01638	2	0	1	3	0	0	3	4	4	3	2	0	6	0	1	1	1	1
ENSG00000233574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02554	0	1	0	0	0	3	0	2	1	0	2	0	0	0	0	2	0	0
ENSG00000230051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224027	0	0	0	0	0	0	0	2	2	1	0	1	0	0	0	0	0	0
ENSG00000289489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227838	0	0	0	0	0	1	0	13	0	7	3	0	0	2	3	5	1	7
ENSG00000231495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000226169	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MN1	39	301	8	186	10	193	1	314	6	238	3	205	38	263	4	427	12	311
PITPNB	460	1956	341	1502	337	1136	278	9153	241	6098	270	3102	320	4395	205	6965	315	6679
TTC28-AS1	449	330	322	275	338	259	409	1502	379	1081	299	572	371	539	254	667	446	744
ENSG00000277460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3199-1	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	1
MIR3199-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTC28	110	1406	108	1282	70	1168	82	2600	117	1898	80	2046	113	1846	67	2761	141	3005
ENSG00000274342	0	0	0	2	0	0	0	0	0	1	0	1	0	1	0	0	0	0
ENSG00000276675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL757P	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MIR5739	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RN7SL162P	0	0	0	1	0	1	0	5	0	1	0	2	0	0	0	1	0	1
CHEK2	948	513	794	505	748	468	783	2228	685	1607	643	709	894	649	548	817	698	608
HSCB	1216	107	823	110	926	150	792	920	765	574	711	193	839	107	603	107	816	75
CCDC117	1001	1609	825	1345	795	1079	855	2891	862	2128	688	1402	799	1800	592	3277	986	3341
XBP1	1610	500	1147	307	1209	368	1328	1056	1396	907	1039	328	1171	258	717	245	1295	193
ENSG00000226471	47	21	10	18	38	16	40	67	30	46	16	19	34	13	21	17	26	13
ENSG00000272858	1	0	0	0	1	1	0	8	0	16	0	3	1	0	0	1	0	5
ENSG00000224256	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
ZNRF3	285	445	186	413	154	412	113	509	159	362	179	338	144	476	104	647	164	729
ZNRF3-IT1	0	2	0	2	0	2	0	6	0	4	0	6	0	0	0	4	0	1
ZNRF3-AS1	12	3	1	0	12	1	2	10	3	14	6	2	1	2	1	5	1	8
C22orf31	3	1	2	0	0	2	3	3	6	6	7	1	0	1	3	3	3	0
KREMEN1	243	996	166	789	275	787	165	1745	148	1184	135	1076	172	1120	144	1681	180	1863
ENSG00000226772	0	0	0	5	0	0	0	5	0	0	0	0	2	1	0	0	0	0
RNU6-810P	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1219P	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
EMID1	40	57	21	68	27	48	53	105	36	65	45	63	24	43	32	53	53	67
RHBDD3	991	1214	754	953	763	1035	601	2985	569	1868	674	1343	695	1361	443	1991	517	2259
ENSG00000237015	4	15	4	12	2	26	0	28	1	16	4	19	3	17	0	33	3	27
EWSR1	1347	5062	1037	4146	1136	4181	865	13903	854	11313	840	6469	961	10054	731	15077	1132	17117
GAS2L1	22	98	21	47	17	59	15	142	13	42	17	124	5	48	12	51	31	44
RASL10A	20	42	23	21	8	16	9	82	7	42	11	51	16	38	5	57	30	51
ENSG00000273216	0	3	0	14	1	7	7	10	3	9	0	5	0	2	1	4	0	6
AP1B1	193	3507	123	2302	160	2343	108	7171	104	4089	90	5891	126	4318	67	5966	160	5911
ENSG00000280968	0	1	0	0	0	1	0	15	0	7	0	8	0	6	0	7	0	14
SNORD125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285697	1	5	6	2	10	0	8	1	1	4	6	2	8	3	9	2	12	3
ENSG00000242156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFPL4AP6	0	0	3	1	0	0	0	1	4	0	0	0	0	1	1	0	0	0
RFPL1S	4	9	0	8	6	3	5	8	0	6	4	4	3	2	4	5	2	8
RFPL1	3	0	2	0	0	0	0	1	2	4	4	0	0	0	2	1	2	0
NEFH	18	67	6	54	5	30	5	52	4	35	5	18	9	30	8	24	3	45
ENSG00000282816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THOC5	373	1196	268	1022	297	1207	196	4302	225	3112	225	2241	204	2586	165	3890	285	3346
ENSG00000234208	0	0	0	0	0	2	0	2	0	4	0	1	0	0	0	0	0	0
NIPSNAP1	554	1042	472	918	356	905	389	5118	359	3447	355	2025	376	1063	275	1561	318	776
NF2	138	2707	183	2149	181	1736	151	4001	155	2643	154	2074	176	2853	114	4479	147	4253
RPEP4	0	0	0	5	0	2	0	2	0	0	0	1	0	0	0	0	0	0
ENSG00000232396	3	0	0	0	0	0	0	2	0	3	0	1	0	0	3	0	0	3
ENSG00000239446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CABP7	71	42	33	24	43	27	31	60	23	49	32	23	38	35	39	43	42	39
ZMAT5	2135	247	1388	226	1432	260	1141	1156	973	674	999	463	1128	420	782	643	1173	572
ENSG00000287967	105	39	78	20	111	10	93	304	89	135	87	63	82	20	64	31	94	10
UQCR10	3103	639	2169	330	2532	386	2390	5677	2443	2973	2233	1041	2401	446	1952	326	2814	269
ASCC2	295	1939	201	1305	259	1393	149	4435	199	2567	171	3227	158	1871	131	2764	211	2156
MTMR3	48	163	34	146	48	127	29	259	34	235	26	204	23	147	26	334	53	235
RNU6-331P	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0
ENSG00000279159	25	120	15	173	24	130	17	324	19	270	12	220	17	180	17	307	16	278
MIR6818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HORMAD2-AS1	0	3	0	2	0	0	0	3	0	3	1	2	0	1	0	3	0	0
CNN2P1	0	1	0	2	0	5	0	7	0	7	0	3	0	2	0	2	0	2
HORMAD2	5	0	1	0	4	0	0	2	1	1	0	3	0	0	1	4	0	1
ENSG00000226573	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	2	0
RPS3AP51	1	0	4	0	2	0	1	3	0	3	1	0	8	0	1	0	2	0
ENSG00000225676	0	0	0	0	0	0	0	1	0	0	1	1	5	0	0	0	2	0
LIF-AS1	1	5	0	0	0	2	3	2	0	3	3	1	2	0	0	0	1	1
LIF	1	67	4	56	4	44	2	134	6	75	2	55	1	58	3	137	10	115
LIF-AS2	0	8	0	1	0	0	0	7	0	6	0	6	0	1	0	8	0	7
OSM	2	18	1	17	0	11	4	15	3	12	0	13	1	5	2	8	0	41
ENSG00000279699	0	3	0	12	0	12	0	4	0	2	0	8	0	1	0	2	1	0
CASTOR1	23	37	14	37	8	17	11	129	8	58	5	81	7	35	16	33	8	50
ENSG00000248751	0	1	0	0	0	3	0	5	0	1	0	3	0	1	0	2	0	3
TBC1D10A	219	277	179	211	174	217	133	433	134	233	149	232	200	171	110	219	140	187
SF3A1	1092	5033	768	3198	717	3730	626	11263	561	5372	590	10166	629	4187	443	5003	682	4055
CCDC157	286	247	146	186	189	184	151	433	85	252	134	271	142	162	87	239	93	237
RNF215	28	198	14	242	9	255	16	585	13	396	1	301	17	272	3	390	22	435
SEC14L2	74	257	73	160	53	204	77	628	43	389	58	342	93	189	34	286	55	310
ENSG00000249590	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273350	0	1	0	3	0	0	0	18	0	8	0	4	0	4	0	5	1	4
RNU6-564P	0	0	0	0	0	0	0	6	2	1	0	0	0	1	0	2	0	1
ENSG00000272689	0	15	0	2	6	8	0	37	1	25	0	14	1	4	3	9	0	10
MTFP1	308	286	228	230	281	254	183	1385	193	806	160	481	156	251	153	309	175	162
ENSG00000273428	0	9	0	6	1	3	1	27	0	16	0	10	0	17	0	24	0	16
ENSG00000230137	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
SEC14L3	0	0	0	0	2	2	1	8	0	2	0	5	0	3	1	1	0	1
ENSG00000181123	0	0	0	0	0	0	10	1	0	0	0	2	0	2	0	0	7	0
SDC4P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEC14L4	3	2	0	1	0	3	0	1	0	2	0	0	0	0	0	2	0	1
SEC14L6	3	0	0	0	0	0	0	2	0	1	0	1	0	0	0	2	0	2
SIRPAP1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GAL3ST1	138	471	149	274	121	263	154	330	124	212	188	303	152	550	114	1160	154	1177
PES1	186	1427	157	1047	171	1187	145	1443	83	833	142	985	190	1090	167	1537	142	1441
ENSG00000223831	0	2	0	1	0	0	0	4	0	0	0	2	0	3	0	1	0	2
TCN2	5	60	6	41	6	81	9	227	9	157	10	97	5	67	12	82	20	67
SLC35E4	301	223	203	125	211	104	106	265	162	128	152	93	138	60	113	125	216	104
DUSP18	226	105	143	107	137	108	144	502	125	276	107	233	140	129	85	152	106	136
ENSG00000250318	3	9	0	7	1	10	0	19	6	15	1	5	0	12	1	17	3	10
ENSG00000288153	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0
OSBP2	95	633	76	488	102	551	63	1176	92	674	64	905	80	613	54	930	78	805
MIR3200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
