Geneid	HSA1	HSA1_c	HSA2	HSA2_c	HSA3	HSA3_c	HSB1	HSB1_c	HSB2	HSB2_c	HSB3	HSB3_c	HSD1	HSD1_c	HSD2	HSD2_c	HSD3	HSD3_c
OR1D2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR1E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR1G1	0	1	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	1
ENSG00000261848	4	3	3	3	0	3	5	0	1	2	2	3	2	3	4	5	5	7
OR1P1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
OR1A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR1A1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
OR1D4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR1D3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR3A2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OR3A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR3A4P	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR1AC1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR1R1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR1E1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR3A3	0	3	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OR1E2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280268	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA22	0	1	0	2	3	1	0	2	0	0	4	1	0	0	0	0	6	2
ASPA	0	2	0	1	1	1	0	1	1	1	0	0	0	1	0	0	0	1
TRPV3	6	21	1	14	0	17	5	8	4	19	2	18	8	16	3	20	5	31
TRPV1	1	112	4	146	5	121	0	56	0	45	5	63	2	90	1	84	1	112
ENSG00000263338	0	1	0	1	0	0	0	0	0	2	0	2	0	1	0	0	0	0
ENSG00000262304	0	0	0	0	0	2	0	0	0	0	0	2	0	2	0	1	0	0
ENSG00000261916	0	0	0	7	0	1	0	2	0	0	0	1	0	2	0	0	0	2
SHPK	2	31	4	40	5	52	3	21	1	23	8	18	31	38	7	41	8	54
ENSG00000262248	0	5	0	4	0	4	0	1	0	1	0	0	0	4	0	5	1	2
CTNS	12	304	11	338	12	385	6	108	18	141	6	134	13	348	6	307	13	382
ENSG00000262903	0	2	0	0	0	4	0	2	0	2	0	2	0	2	0	2	1	3
TAX1BP3	7	37	9	50	9	70	5	34	6	30	7	45	12	79	5	62	15	88
P2RX5-TAX1BP3	35	29	31	18	25	21	15	19	10	19	13	22	7	25	8	31	17	35
ENSG00000240898	19	18	30	17	19	12	36	21	27	20	24	26	28	18	11	9	40	17
EMC6	353	161	393	159	380	159	367	98	252	133	293	135	386	150	341	187	513	263
P2RX5	6	37	4	31	3	37	0	22	1	31	1	44	1	26	2	14	6	25
ITGAE	571	648	710	633	429	704	429	487	334	499	390	622	458	596	433	549	576	723
ENSG00000262692	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	3	0
HASPIN	64	367	46	470	61	383	44	151	36	293	36	316	51	333	44	327	118	489
ENSG00000262358	0	0	1	0	0	1	0	5	0	1	1	5	0	2	0	5	0	2
NCBP3	23	634	20	761	38	926	31	573	31	843	30	903	82	1169	60	602	82	794
CAMKK1	0	95	0	105	1	108	2	77	7	63	5	68	1	114	1	87	0	147
P2RX1	0	0	0	3	0	3	1	1	0	1	0	0	0	5	0	1	0	2
ATP2A3	0	105	8	93	0	94	4	42	6	36	3	44	10	107	9	140	8	246
LINC01975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZZEF1	7	938	39	979	13	940	9	582	4	734	5	734	17	845	13	673	6	979
RNA5SP434	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0
CYB5D2	64	202	66	214	57	210	26	73	17	104	16	127	42	292	28	231	51	398
ANKFY1	14	1271	19	1221	28	1339	75	337	40	539	63	544	78	1256	126	1370	104	1858
ENSG00000263165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYKP1	0	2	0	0	0	0	0	4	0	1	0	3	0	0	0	0	1	1
ENSG00000274363	2	35	2	43	3	37	4	11	0	12	0	6	0	10	0	11	0	20
UBE2G1	146	637	181	947	169	1094	191	503	148	1176	135	1214	139	1172	122	406	430	722
MFSD1P1	0	6	0	6	0	3	0	7	0	5	0	1	0	1	0	3	0	9
RN7SL774P	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0
SPNS3	0	2	0	0	0	1	0	1	3	0	0	1	5	0	0	0	0	0
ENSG00000262823	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000229782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SPNS2	5	15	0	5	2	13	0	12	4	11	1	14	4	15	0	20	6	19
MYBBP1A	11	2722	23	2699	19	2744	16	685	11	724	13	724	35	2075	17	2337	20	3457
GGT6	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	2
ENSG00000262921	0	4	0	3	0	8	0	2	0	4	0	6	2	10	2	6	0	12
TXNP4	0	0	0	3	2	4	0	0	3	3	2	3	0	4	1	5	2	7
SMTNL2	1	35	6	29	3	25	13	18	18	17	14	21	31	61	14	46	36	63
LINC01996	0	3	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RNU6-955P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALOX15	0	13	1	6	0	5	0	3	0	4	0	4	0	7	1	2	1	7
PELP1	22	970	19	1015	16	1030	19	535	14	426	19	486	17	928	13	1070	14	1515
ENSG00000235085	0	4	0	2	0	0	0	1	0	1	0	3	0	1	0	0	0	1
ENSG00000244184	25	27	41	26	38	34	21	9	14	21	30	9	11	26	16	15	29	22
ENSG00000213939	7	20	8	10	7	23	4	3	4	5	3	10	12	10	5	9	5	30
ARRB2	84	236	83	260	76	265	33	250	33	301	56	250	43	385	31	355	87	548
MED11	52	154	54	160	21	143	134	108	87	104	116	121	164	277	114	246	179	380
ENSG00000261898	0	3	5	3	0	1	3	7	0	4	1	3	1	3	0	3	5	4
CXCL16	23	67	22	79	42	105	29	67	33	126	39	135	48	225	33	87	43	122
ZMYND15	0	1	3	2	2	3	3	1	1	4	1	4	1	2	0	1	1	0
TM4SF5	4	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0
VMO1	66	4	78	2	64	8	48	3	34	5	46	7	13	2	12	5	64	4
ENSG00000280254	2	12	0	6	5	8	1	6	1	10	1	10	1	10	0	8	3	9
GLTPD2	8	2	4	2	12	4	4	1	2	4	6	1	3	6	3	0	2	4
PSMB6	1050	3288	1228	3297	926	3545	803	3602	564	3085	741	3680	680	3454	659	2802	909	4041
C17orf114	14	0	12	1	12	0	18	0	9	0	10	0	8	0	9	1	16	1
PLD2	0	260	4	238	0	239	8	94	3	139	2	161	7	274	1	278	2	401
MINK1	1	155	0	199	0	260	5	128	0	130	5	126	2	307	0	210	6	330
ATP6V0CP1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RN7SL784P	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRNE	0	3	0	2	0	1	0	3	0	3	1	2	0	2	0	0	0	1
C17orf107	0	2	0	2	0	4	2	2	0	1	0	2	0	5	0	1	0	2
GP1BA	0	12	3	10	0	4	0	3	0	7	0	9	2	7	0	8	0	7
SLC25A11	143	1286	169	1618	160	1946	273	786	187	1017	143	1181	244	2532	201	1757	519	3041
RNF167	185	697	241	749	159	804	129	722	99	838	137	924	151	678	181	685	238	895
PFN1	5849	2923	6515	2751	5649	3257	4676	4170	2923	4040	3379	4201	4122	4046	2449	4837	7171	6852
ENO3	24	208	32	229	28	209	10	129	12	131	7	125	16	104	21	101	21	163
SPAG7	105	275	129	265	75	332	80	270	61	305	88	345	118	464	118	370	168	550
CAMTA2	10	228	9	262	14	241	6	195	3	162	4	204	8	229	0	324	3	422
ENSG00000262429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR6864	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6865	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234203	0	3	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0
CAMTA2-AS1	0	11	0	6	0	8	0	3	0	6	0	6	1	7	0	5	0	13
ENSG00000262227	2	12	0	11	0	5	0	2	0	2	0	5	0	12	0	6	3	13
INCA1	0	51	5	31	0	44	2	31	3	32	2	28	0	36	9	33	0	64
KIF1C	6	322	8	305	9	365	8	438	5	349	9	396	17	382	16	296	18	458
KIF1C-AS1	0	2	0	2	0	1	0	1	0	0	1	0	2	1	1	2	0	3
SLC52A1	0	4	0	7	1	1	3	4	0	1	0	2	0	2	0	1	0	1
ENSG00000262495	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
ZFP3-DT	0	2	1	1	0	9	0	1	0	1	0	2	0	2	0	0	0	0
ZFP3	3	12	2	16	1	10	1	5	0	9	0	11	0	3	0	3	0	3
ZNF232	29	245	42	219	60	280	100	150	39	199	43	256	81	181	124	170	118	200
ZNF232-AS1	291	60	382	81	221	84	132	46	100	44	126	56	113	55	111	56	152	76
USP6	2	22	2	23	1	25	0	5	1	7	2	12	2	6	0	4	4	11
ENSG00000262855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF594	36	157	12	165	19	173	16	48	11	134	10	126	5	90	5	75	21	111
ZNF594-DT	24	28	26	41	23	48	15	9	2	18	16	11	12	15	11	13	12	31
SCIMP	0	9	2	4	0	6	1	4	0	4	0	3	0	4	0	4	1	4
ENSG00000263164	0	1	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	1
RABEP1	195	794	365	1272	386	1247	455	559	311	1003	295	1127	264	1293	170	598	813	1194
NUP88	58	699	58	766	31	851	83	303	41	503	41	547	50	896	52	801	109	1026
ENSG00000263220	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	2	0	3
RPAIN	408	703	421	722	349	869	484	516	271	612	385	691	463	786	399	713	607	979
ENSG00000263272	5	36	4	53	0	34	2	33	1	62	0	66	2	43	0	30	0	37
C1QBP	1587	6634	1797	6830	1248	7475	1864	4199	1232	6529	1303	7338	2223	9311	1410	9274	3212	12940
DHX33	57	804	77	816	67	931	61	217	41	306	50	321	121	651	109	475	179	753
DHX33-DT	0	1	0	0	0	3	0	0	2	1	1	0	0	0	0	0	0	1
DERL2	975	985	1021	1000	1000	1094	1089	349	581	624	754	643	1464	795	1718	628	1916	815
MIS12	121	1004	177	1134	125	1207	146	300	102	561	106	651	176	594	143	519	209	716
ENSG00000286190	8	11	4	10	11	12	6	17	2	11	6	16	9	12	0	10	11	17
NLRP1	0	4	1	5	0	13	0	3	0	2	1	0	1	6	1	7	1	1
ENSG00000282980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284837	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000285471	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
WSCD1	9	155	13	170	8	172	14	136	11	154	12	179	31	247	19	223	26	296
ENSG00000262231	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1264P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BTF3P14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000285593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AIPL1	0	3	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000262818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIMREG	56	465	70	443	56	526	44	97	25	150	39	181	76	346	60	328	85	438
PITPNM3	0	43	0	43	0	50	0	26	0	22	0	34	1	83	4	55	2	95
KIAA0753	13	281	14	342	15	303	12	176	7	235	24	214	22	227	16	210	31	311
RNA5SP435	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0
ENSG00000282936	0	6	0	10	0	9	0	7	0	7	0	3	0	2	0	6	0	7
TXNDC17	1547	869	1882	889	1314	967	1347	981	992	799	1287	940	1214	950	1383	779	1671	1082
MED31	180	226	243	230	151	275	207	166	143	290	194	312	193	208	166	191	245	275
C17orf100	21	84	17	82	9	97	21	54	24	49	17	75	26	118	41	114	33	171
ENSG00000261996	0	10	1	14	0	10	0	8	0	11	2	10	0	7	0	8	0	17
MIR4520-1	0	2	0	1	0	0	0	2	0	0	0	3	0	0	0	1	0	1
MIR4520-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALOX15P1	3	27	4	31	7	29	7	19	1	18	1	25	1	28	1	25	2	36
SLC13A5	5	41	2	46	1	58	0	18	1	23	1	25	5	46	0	31	2	38
ENSG00000262990	0	2	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0
RPL23AP73	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
XAF1	0	8	0	0	0	10	0	0	0	0	0	0	0	5	0	1	0	2
PRAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXO39	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEKT1	1	2	0	4	1	8	0	0	0	0	0	0	0	1	0	3	5	0
ALOX12P2	0	0	0	5	0	7	0	2	1	5	1	6	0	2	0	7	0	7
ALOX12-AS1	10	77	10	79	11	75	9	35	9	56	11	66	14	54	23	46	13	53
ENSG00000262503	0	0	0	2	1	0	0	1	0	0	0	1	0	0	0	0	0	0
ENSG00000263316	0	3	0	3	0	0	0	1	0	1	0	3	0	0	0	0	0	0
ENSG00000267047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262089	0	8	1	7	0	15	0	8	3	8	2	5	3	12	3	9	4	7
ALOX12	6	15	4	28	0	23	3	16	0	16	2	22	0	16	1	13	1	16
RNASEK	180	86	162	100	162	98	151	78	79	95	114	106	112	91	92	84	182	110
RNASEK-C17orf49	109	9	113	13	84	11	35	8	21	9	35	17	23	9	29	11	44	12
C17orf49	15	9	6	13	23	4	14	22	6	9	7	16	16	16	7	12	18	23
MIR497HG	8	1	2	6	2	8	2	6	1	0	0	0	3	4	6	1	2	3
MIR195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCL6B	0	7	0	1	5	10	0	2	1	6	0	0	0	5	0	2	0	3
SLC16A13	1	90	0	84	0	104	0	26	0	32	0	40	1	147	3	116	1	234
SLC16A11	0	0	0	2	0	0	0	0	0	0	0	7	1	1	0	0	0	0
ENSG00000262067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLEC10A	0	2	0	3	0	1	0	0	0	0	0	0	0	1	0	0	1	1
ASGR2	0	1	1	2	0	2	3	2	0	2	2	0	3	1	7	0	2	0
RPL7AP64	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3
ASGR1	11	30	2	37	0	49	6	30	9	37	11	30	9	41	17	54	12	69
DLG4	0	78	0	72	0	73	2	46	5	49	0	53	3	49	0	67	2	73
ENSG00000279812	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0
ACADVL	16	306	17	327	21	410	13	430	13	595	10	597	12	612	12	234	15	398
MIR324	0	8	0	2	0	4	0	1	0	6	0	4	0	3	0	4	0	4
DVL2	14	288	12	578	4	629	20	265	13	352	9	372	23	684	16	265	17	825
PHF23	64	211	57	223	45	282	67	365	45	279	71	324	95	255	68	166	94	224
GABARAP	273	211	236	247	199	267	230	231	141	223	214	270	213	242	227	201	322	322
ENSG00000262526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279641	7	21	6	19	0	25	3	20	1	21	1	28	1	10	0	7	2	10
CTDNEP1	34	120	35	119	21	135	58	221	35	142	47	174	70	135	65	97	66	168
ENSG00000262302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELP5	649	1217	700	1081	502	1291	404	1189	253	1157	329	1362	407	1141	424	1065	606	1458
CLDN7	0	7	0	6	0	21	1	3	0	3	1	7	0	14	1	20	1	28
SLC2A4	6	71	0	54	3	73	5	15	1	25	4	27	5	80	4	62	3	140
ENSG00000263342	0	1	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0
YBX2	0	4	0	9	0	6	2	3	0	1	0	1	1	1	0	2	0	3
EIF5A	1547	2413	1857	3152	1729	4060	1284	3575	850	4396	1161	5044	1407	5515	1111	2734	1928	5017
GPS2	41	81	53	88	33	91	7	97	20	131	26	95	38	56	23	61	47	109
ENSG00000261915	4	0	3	0	1	0	1	0	0	1	0	2	0	4	0	0	1	2
NEURL4	8	203	7	208	1	222	0	130	0	124	1	119	2	157	1	173	3	257
ENSG00000224647	0	4	0	4	0	0	0	1	0	1	0	3	1	1	0	0	0	0
ACAP1	13	21	8	20	8	14	8	16	3	22	4	16	5	12	8	15	6	20
KCTD11	0	91	2	86	0	84	0	49	0	76	0	93	0	60	0	83	0	116
ENSG00000263171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM95	0	0	0	1	0	2	0	2	0	3	0	3	0	0	0	0	0	0
TNK1	0	7	0	17	0	11	0	12	0	11	0	8	0	12	0	11	0	12
PLSCR3	0	7	1	4	0	5	1	7	0	5	1	4	0	11	1	6	4	7
TMEM256-PLSCR3	0	2	0	1	0	8	0	1	0	1	0	2	0	1	1	2	0	1
TMEM256	192	173	315	176	131	202	176	230	135	176	156	188	175	233	160	187	221	266
NLGN2	7	182	9	159	9	225	7	247	5	142	4	159	10	137	18	162	30	249
ENSG00000262880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPEM1	0	2	0	2	0	4	0	4	0	2	0	2	0	1	0	1	0	9
SPEM2	0	2	0	3	0	0	0	2	0	2	0	1	0	2	0	2	0	0
SPEM3	0	2	0	4	0	7	0	0	0	0	0	4	0	4	0	3	0	2
ENSG00000286007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM102	9	37	17	27	9	31	20	17	5	36	13	22	7	37	5	27	11	51
ENSG00000262624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF11	0	3	0	2	0	4	0	2	0	3	0	2	1	3	0	3	0	2
ENSG00000263301	0	1	0	1	0	0	0	3	0	1	0	2	0	1	0	0	0	1
ENSG00000272884	0	1	0	2	1	1	0	0	0	2	0	2	0	1	0	1	0	2
CHRNB1	29	186	16	148	15	199	50	162	36	151	31	178	52	208	55	242	64	289
ZBTB4	10	186	19	167	15	181	22	204	5	203	9	205	12	139	29	109	15	192
SLC35G6	0	3	1	5	0	6	0	5	0	10	0	9	0	3	0	2	0	0
POLR2A	6	4806	12	4720	12	4787	18	1802	25	2333	29	2324	29	4576	20	5462	16	7514
TNFSF12	0	4	0	7	1	8	2	2	1	2	3	1	4	3	2	1	4	3
TNFSF12-TNFSF13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276384	0	2	0	7	0	4	0	7	2	3	2	0	0	3	0	3	0	4
TNFSF13	0	5	1	10	0	17	0	6	0	5	1	13	0	12	1	11	0	14
SENP3	4	53	0	40	0	64	3	50	0	43	7	49	1	46	1	32	9	37
SENP3-EIF4A1	4	20	1	14	0	28	3	9	0	18	1	28	2	33	1	15	2	18
EIF4A1	5	286	14	338	8	327	2	180	3	252	8	262	10	267	9	192	15	310
ENSG00000264772	1	35	0	29	0	31	0	26	2	35	1	24	7	24	4	18	6	18
SNORA48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD68	0	4	0	2	0	0	0	1	0	0	0	2	0	1	0	0	0	1
ENSG00000233223	25	101	67	94	53	143	49	77	36	94	36	113	36	111	13	80	40	145
MPDU1	103	662	77	678	78	739	89	400	35	398	52	474	102	730	76	561	94	807
SOX15	0	5	1	10	0	7	0	4	0	3	0	5	1	5	1	2	0	4
FXR2	26	233	26	306	20	384	29	294	22	273	29	313	42	298	16	176	42	303
SHBG	16	15	11	17	11	21	5	12	7	13	13	10	6	7	6	4	9	18
SAT2	930	430	1110	483	735	574	886	503	549	462	636	475	735	430	775	380	1027	525
ATP1B2	3	54	5	42	4	66	11	62	5	75	14	59	6	74	13	87	9	138
TP53	67	1431	60	1538	64	1683	36	372	21	526	35	584	49	900	46	833	58	1170
WRAP53	70	798	74	721	80	818	74	454	39	501	55	550	125	675	118	513	146	838
EFNB3	0	37	1	54	2	69	0	54	2	25	3	37	6	48	2	61	5	75
DNAH2	0	39	0	60	0	54	0	10	0	13	2	8	0	27	0	10	0	32
RPL29P2	0	2	0	0	0	3	1	0	0	0	0	0	0	1	0	1	1	2
KDM6B	4	280	3	252	5	272	3	165	9	129	9	143	7	158	10	188	10	300
ENSG00000288929	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000288748	0	1	1	2	0	1	2	1	0	2	0	0	0	1	0	1	0	1
TMEM88	0	1	0	3	0	3	0	1	0	0	0	2	1	0	0	4	0	1
NAA38	2049	439	2123	451	2056	469	2625	670	1697	537	2380	608	1948	634	1807	466	3091	694
CYB5D1	10	72	12	63	7	80	20	14	6	47	7	37	14	62	10	41	11	54
ENSG00000280046	13	58	8	67	4	70	5	33	1	53	0	61	5	55	1	41	8	65
CHD3	44	852	51	841	29	918	20	1452	15	1270	26	1335	30	897	18	939	36	1227
SCARNA21	1	0	0	0	1	0	1	1	1	1	4	0	0	1	0	0	2	0
RNF227	8	74	27	95	13	100	6	20	2	71	11	68	1	67	7	33	9	61
KCNAB3	0	25	0	36	4	29	0	11	0	13	1	14	0	16	1	14	1	27
ENSG00000262730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAPPC1	661	482	655	510	628	561	503	515	316	516	382	665	532	539	611	494	829	698
CNTROB	14	415	5	445	4	389	12	229	14	234	8	264	8	347	10	353	16	519
ENSG00000262492	0	2	0	3	0	1	0	3	0	0	0	3	0	0	0	1	0	1
GUCY2D	0	1	1	2	0	2	5	2	3	3	1	0	1	5	0	1	0	4
ENSG00000279174	0	2	2	0	0	1	0	0	0	0	0	1	0	0	0	1	1	2
ALOX15B	0	14	0	16	1	8	2	0	4	4	1	5	3	10	0	4	3	3
ENSG00000263427	1	2	0	3	0	3	1	4	0	1	0	0	0	4	0	3	0	1
ALOXE3P1	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	5
ALOX12B	4	9	0	9	1	9	3	8	1	13	6	12	5	18	1	20	4	27
ENSG00000214999	4	12	1	6	0	10	1	9	0	6	4	7	2	8	4	2	2	24
MIR4314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALOXE3	0	20	0	11	0	14	3	62	1	44	3	45	1	21	0	24	0	42
HES7	4	3	2	4	0	5	0	4	0	1	1	5	4	1	0	1	0	2
ENSG00000288993	0	0	0	0	0	0	3	1	0	1	0	0	0	1	0	0	0	1
PER1	8	416	4	435	13	453	8	233	9	204	13	280	9	339	8	390	13	575
MIR6883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263620	0	2	1	0	0	1	6	1	0	0	1	0	0	0	0	0	4	0
VAMP2	15	105	12	120	26	111	33	103	15	111	25	125	29	167	25	182	34	264
TMEM107	66	241	82	255	47	246	86	130	52	176	75	201	71	345	93	315	107	463
SNORD118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266824	6	1	7	2	6	5	0	3	2	3	10	5	2	2	1	2	9	4
MIR4521	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BORCS6	19	15	21	36	14	84	9	76	5	72	16	86	7	72	6	17	25	23
ENSG00000279152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271002	0	9	0	12	1	14	1	3	0	6	0	9	0	2	0	5	0	9
AURKB	438	1507	603	1339	467	1509	405	972	230	1043	304	1255	393	1360	290	1303	407	1881
LINC00324	13	15	4	19	17	22	9	7	6	13	11	15	6	15	19	18	13	22
CTC1	3	258	2	251	2	298	2	122	3	160	0	159	1	329	5	372	3	529
PFAS	13	1328	7	1342	6	1395	13	482	8	816	7	981	21	1629	7	1522	13	2292
ENSG00000269947	1	4	0	11	2	5	7	7	3	3	4	2	2	5	2	8	0	11
SLC25A35	9	72	9	84	12	70	3	46	3	37	9	55	2	73	9	113	14	109
RANGRF	158	131	184	139	135	169	146	200	75	152	108	194	118	220	131	165	155	240
ENSG00000271029	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF15	0	5	0	1	0	4	0	2	0	1	0	4	0	5	0	5	1	1
ENSG00000226871	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000212206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000266279	1	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0
ODF4	0	13	2	19	2	9	0	0	0	4	0	1	0	1	0	3	0	2
KRBA2	8	100	7	134	2	126	4	58	3	103	1	89	1	87	9	77	3	117
ENSG00000265749	0	13	0	21	0	21	0	4	0	13	0	5	0	16	0	5	0	9
ENSG00000263809	2	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1
RPL26	4832	3143	6771	3478	4158	3504	4360	3976	2828	4377	3881	4292	3711	3665	3666	3148	4786	4599
ENSG00000288750	0	10	0	6	5	0	2	1	1	3	1	6	2	4	2	5	2	9
RNF222	0	0	0	3	0	1	0	2	0	3	0	0	0	1	0	1	0	1
NDEL1	7	398	10	423	11	501	32	320	31	451	33	528	36	499	31	356	44	546
MYH10	39	2702	57	2768	30	2762	24	1130	16	1900	22	1965	24	2803	22	2613	47	3740
RNU7-43P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPIAP52	0	0	0	2	0	1	0	3	0	0	0	1	0	0	0	0	0	2
ENSG00000244604	2	1	0	0	0	0	0	1	1	1	0	0	2	0	0	3	0	1
CCDC42	0	2	0	1	0	0	0	0	2	0	0	2	0	0	0	0	0	0
SPDYE4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
MFSD6L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIK3R6	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	2
PIK3R5	0	13	0	22	0	12	0	5	1	16	0	11	3	27	0	33	2	40
PIK3R5-DT	0	1	1	1	0	1	0	0	0	1	0	0	0	1	2	1	1	4
ENSG00000265975	0	1	0	4	0	2	1	0	0	0	0	0	0	6	0	0	0	3
NTN1	4	70	7	78	10	58	6	63	6	67	4	77	20	137	11	70	12	105
ENSG00000262966	0	5	0	2	0	3	0	2	0	4	0	1	0	0	0	0	0	4
