Geneid	D1	D1c	D2	D2c	D3	D3c	ND1	ND1c	ND2	ND2c	ND3	ND3c
ACP7	8	127	7	82	8	102	20	119	85	108	0	90
PAK4	12	398	23	254	10	460	11	241	23	335	10	521
ENSG00000269172	0	0	2	0	0	0	0	1	0	2	0	0
NCCRP1	29	1944	20	1248	40	1472	9	902	12	1182	14	1719
SYCN	0	0	0	0	0	1	0	0	0	0	0	0
IFNL3P1	0	0	0	2	0	3	0	0	0	0	0	2
IFNL3	2	3	1	0	3	11	10	5	14	5	0	5
IFNL4	0	0	0	0	0	0	0	0	0	0	0	0
MSRB1P1	0	0	0	0	0	0	0	0	0	0	0	0
IFNL4P1	0	0	0	0	0	0	0	0	0	0	0	0
IFNL2	0	4	20	6	1	2	10	9	20	6	16	8
IFNL1	2	8	21	5	16	10	40	10	72	5	4	12
LRFN1	3	38	0	25	2	44	4	4	1	19	0	25
GMFG	11	3	24	3	46	1	27	2	56	2	16	0
ENSG00000269246	46	0	35	0	49	0	17	0	17	0	5	0
SAMD4B	106	579	77	449	69	804	48	610	86	666	32	706
RN7SL566P	0	0	0	0	0	0	0	1	0	2	0	0
PAF1	29	1095	41	655	30	1106	16	956	41	870	24	912
MED29	548	1399	490	832	594	1248	473	970	692	804	427	836
ENSG00000288919	6	1	5	0	5	0	0	0	1	0	0	0
ZFP36	73	271	83	186	69	289	10	205	38	206	24	255
MIR4530	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHG2	5	332	15	153	2	293	12	225	3	212	0	262
RPS16	264196	11305	250636	7136	268003	13331	119305	20611	161077	19238	101101	19048
SUPT5H	60	3208	74	1847	73	3337	121	2389	137	2350	56	2576
TIMM50	3384	1276	3286	766	3457	1111	1191	1807	1767	1717	1193	1756
DLL3	409	40	438	21	419	50	251	51	294	40	153	47
SELENOV	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000288770	0	1	0	1	0	1	0	2	0	0	0	1
EID2B	27	11	33	14	17	16	12	11	30	10	9	14
ENSG00000269792	0	0	0	0	0	0	0	0	0	0	0	0
TDGF1P7	2	0	6	3	2	0	0	0	0	0	0	0
EID2	390	51	504	25	483	74	181	27	240	24	149	22
ENSG00000269588	0	0	5	0	0	0	0	0	0	0	0	0
ENSG00000269188	0	0	4	0	0	0	0	0	0	0	0	0
RPS29P24	0	0	0	0	0	0	0	0	0	0	0	0
RPS29P25	0	0	0	0	0	0	0	0	0	0	0	0
RPS29P26	0	0	0	0	0	0	0	0	0	0	0	0
LGALS13	0	1	0	1	0	0	0	0	0	0	0	0
ENSG00000269519	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268153	0	0	0	0	0	0	0	0	0	0	0	0
RPS29P30	0	0	0	0	0	0	0	0	0	0	0	0
LGALS16	0	0	0	0	0	0	0	0	0	0	0	0
LGALS17A	0	5	13	8	2	6	0	2	0	0	0	1
ENSG00000269460	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268088	0	0	5	0	0	0	8	0	0	0	0	0
RPS29P27	0	0	0	0	0	0	1	0	0	0	0	0
LGALS14	2	6	10	5	7	0	0	2	0	1	4	0
ENSG00000278813	1	0	0	0	0	0	0	0	0	0	0	0
CLC	7	1	3	0	5	0	0	0	0	0	9	0
LEUTX	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000276445	1	1	0	0	4	3	0	4	2	1	0	11
DYRK1B	0	1	0	3	0	5	0	8	1	11	0	6
MIR6719	0	0	0	0	0	0	0	0	0	1	0	0
FBL	2141	1241	2482	768	2115	1525	962	2956	1180	2943	961	2691
FCGBP	6	34	0	12	0	18	3	7	0	20	0	10
PRR13P5	10	3	7	1	32	4	7	1	2	1	1	1
PSMC4	1096	2703	1309	1535	1170	2103	258	2603	511	2329	275	2389
ZNF546	14	10	6	8	1	16	0	9	0	10	0	8
ENSG00000269069	0	0	0	1	0	5	0	3	0	6	0	1
ZNF780B	75	73	69	48	86	44	50	74	20	78	44	91
ENSG00000269749	0	0	0	0	0	0	0	0	0	0	0	0
ZNF780A	44	288	39	209	39	178	1	273	26	281	10	238
ENSG00000269296	0	1	6	0	2	2	0	0	0	0	4	1
VN1R96P	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K10	1	21	2	17	3	64	8	19	2	22	7	41
TTC9B	107	3	88	2	66	6	73	7	62	7	39	3
CCNP	12	0	5	0	7	2	0	2	0	1	0	2
AKT2	38	996	16	645	21	1040	32	1099	21	1259	9	1360
ENSG00000205041	0	2	0	1	0	8	0	18	0	24	0	12
MIR641	0	2	0	0	0	0	0	2	0	1	0	0
RNU6-945P	0	0	0	0	0	0	0	1	0	3	0	0
C19orf47	19	282	10	165	27	275	5	129	1	171	2	264
PLD3	69	3603	50	2234	73	3274	83	1713	96	1714	46	1917
ENSG00000279759	19	19	16	13	13	13	0	75	4	74	1	88
MIR6796	0	0	0	0	0	0	0	0	0	0	0	0
HIPK4	0	4	0	2	0	7	0	4	0	4	0	0
PRX	9	55	7	32	10	55	6	39	12	44	0	77
SERTAD1	1005	591	1011	362	1167	712	218	284	453	251	228	332
ENSG00000277453	18	0	11	0	8	3	0	2	1	0	0	0
SERTAD3	218	615	273	394	218	471	89	387	98	273	104	388
SERTAD3-AS1	0	1	0	2	0	1	0	0	0	3	0	1
BLVRB	4850	2993	4545	2019	5445	3486	3890	2348	5466	2274	2634	2640
SPTBN4	9	21	1	11	3	24	1	2	0	4	0	14
SHKBP1	27	1793	26	1100	51	1302	46	1537	58	1446	36	1663
LTBP4	33	777	23	473	28	824	3	524	33	531	1	627
NUMBL	19	96	17	47	34	121	13	72	25	88	7	69
COQ8B	21	487	7	335	20	401	7	340	24	335	4	393
RNU6-195P	0	0	0	0	0	0	0	0	0	0	0	0
ITPKC	18	653	7	497	4	715	28	229	9	154	6	213
C19orf54	93	652	116	396	73	583	23	570	52	505	27	516
SNRPA	73	570	33	353	51	452	91	1046	117	1004	29	1090
MIA	2	0	2	0	3	3	0	0	1	1	0	0
MIA-RAB4B	0	0	0	0	0	0	0	0	0	0	0	0
RAB4B	5	16	12	10	8	5	0	6	1	11	0	10
RAB4B-EGLN2	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000282951	6	2	0	2	0	8	0	2	0	2	0	3
EGLN2	0	94	5	32	6	59	4	42	3	51	1	54
ENSG00000268797	0	0	0	0	0	1	0	2	0	0	0	0
CYP2T1P	0	5	0	5	0	12	0	11	0	9	0	14
CYP2F2P	1	73	1	29	0	48	0	40	0	31	0	31
ENSG00000269843	0	17	0	4	7	8	0	7	0	1	0	5
ENSG00000279108	0	1	0	3	0	3	0	4	0	9	0	6
CYP2A6	0	2	0	1	0	2	0	0	0	1	0	0
CYP2A7	0	3	0	0	0	2	0	2	0	2	0	1
CYP2G1P	0	8	2	3	1	7	0	0	0	1	0	0
CYP2A7P2	0	0	0	0	0	0	0	0	0	0	0	0
CYP2B7P	3	15	0	12	3	9	0	3	0	4	0	0
ENSG00000269353	0	0	0	0	0	0	0	2	0	0	0	0
CYP2B6	0	3	1	2	0	3	0	0	0	0	0	0
CYP2A7P1	0	0	0	0	0	0	0	0	0	0	0	0
CYP2G2P	0	0	0	0	0	4	0	0	0	0	0	0
ENSG00000271299	0	0	0	0	0	0	0	0	0	0	0	0
CYP2A13	0	0	0	0	0	0	0	0	0	0	0	0
CYP2F1	0	35	0	23	0	47	0	2	0	2	0	1
CYP2T3P	0	4	0	4	0	6	0	0	0	2	0	1
RPL36P16	6	1	0	0	1	0	2	0	4	0	1	0
RN7SL718P	0	0	0	0	0	0	0	0	0	0	0	0
CYP2S1	8	1123	3	702	2	985	29	360	0	370	9	416
AXL	223	6676	200	4165	217	4212	202	5067	189	5058	139	4759
ENSG00000269652	0	0	0	4	0	2	0	0	0	0	0	3
HNRNPUL1	237	2193	263	1284	268	1677	155	1731	144	1750	158	2012
RN7SL34P	0	1	0	0	0	0	0	0	0	0	0	0
TGFB1	0	148	2	93	0	170	3	72	6	88	15	124
ENSG00000286177	8	27	2	12	0	19	0	27	0	23	4	32
CCDC97	26	524	14	308	43	422	17	409	8	374	19	406
ENSG00000255730	0	0	0	0	0	0	0	0	0	1	0	0
TMEM91	23	18	31	20	27	26	13	18	8	28	5	38
B9D2	183	188	173	114	202	183	71	113	193	124	108	120
ENSG00000277744	0	3	0	2	0	0	0	6	0	2	0	4
EXOSC5	789	633	725	410	710	629	211	782	419	772	299	797
BCKDHA	7	40	6	33	7	32	0	57	3	51	0	54
ENSG00000268987	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268475	0	0	0	0	0	0	0	0	0	0	0	0
B3GNT8	0	1	0	0	0	0	0	2	0	2	0	1
DMAC2	154	934	124	581	136	757	54	776	133	706	42	789
ERICH4	0	0	0	0	0	0	0	0	7	0	0	2
PCAT19	10	1	17	0	6	1	63	1	3	0	9	0
ENSG00000268034	6	6	5	7	5	6	0	6	3	15	5	12
PLEKHA3P1	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000289298	47	0	86	1	67	0	24	1	3	0	19	0
ENSG00000268355	0	0	1	0	0	0	0	0	0	0	0	0
LINC01480	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000268027	0	0	0	0	0	0	0	0	0	0	0	0
CEACAM21	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280014	0	0	0	0	0	0	0	0	0	0	0	0
CEACAMP3	0	0	0	0	0	0	0	0	0	0	0	1
DNAJC19P2	0	0	0	0	0	0	0	0	0	0	0	0
CEACAM4	0	0	0	0	1	0	0	0	0	0	0	0
DNAJC19P3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269354	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268582	0	0	0	0	0	0	0	0	0	0	0	0
CEACAM7	2	0	4	0	8	0	0	5	0	3	0	3
CEACAM5	34	68	38	34	35	59	10	1339	25	981	5	1470
ENSG00000267881	0	0	0	0	0	0	0	0	0	0	0	0
CEACAM6	3228	10804	3873	6663	3278	8269	1779	40857	2415	34244	1760	39902
ENSG00000268833	1	2	2	0	0	1	0	2	0	11	0	12
CEACAM3	0	0	0	2	0	0	0	4	0	6	0	12
HNRNPA1P52	3	3	4	1	12	1	4	8	0	2	3	3
ENSG00000278239	0	0	0	0	0	0	0	1	0	0	0	0
LYPD4	0	0	0	0	9	0	1	0	0	0	0	0
DMRTC2	0	0	0	0	0	0	0	0	0	0	0	0
RPS19	437023	15034	406352	9309	433192	18912	208915	20574	284618	18979	170349	18798
MIR6797	1	2	4	0	5	0	0	0	9	0	0	2
CD79A	19	2	17	0	14	1	0	2	4	2	4	3
ARHGEF1	29	793	18	527	25	661	35	718	76	914	46	1039
ERFL	0	7	0	5	0	2	0	2	12	1	0	1
RABAC1	1985	1920	1794	1213	2187	2335	1553	588	2207	550	734	711
ENSG00000285505	0	0	0	0	0	0	0	0	0	0	1	0
ATP1A3	4	0	0	0	3	2	0	0	0	2	0	0
GRIK5	0	7	0	2	0	8	1	4	3	2	0	2
ZNF574	39	618	17	375	31	579	19	485	25	552	7	690
ENSG00000289115	0	0	0	0	0	0	0	0	0	0	1	1
POU2F2	5	9	3	7	2	14	1	10	0	12	0	16
POU2F2-AS1	5	0	1	0	0	0	0	0	0	0	0	0
MIR4323	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259436	0	0	0	0	0	0	0	0	0	0	0	0
DEDD2	90	827	91	521	88	739	38	552	89	632	41	741
ENSG00000288671	0	0	0	0	0	0	0	0	0	0	0	0
ZNF526	5	259	2	172	6	262	18	234	33	236	10	257
GSK3A	17	114	20	72	17	232	14	110	11	133	5	127
ENSG00000268643	0	0	0	1	3	0	0	0	0	1	0	0
ENSG00000279539	27	6	17	1	18	5	24	6	12	11	12	4
ERF	3	78	8	53	5	95	0	46	0	74	4	64
CIC	2	295	8	163	8	414	4	245	26	240	6	334
PAFAH1B3	1911	1245	1804	840	1937	1437	1360	1081	2033	984	1035	1027
PRR19	7	37	9	23	0	35	0	18	0	15	0	34
TMEM145	2	4	6	1	4	5	0	2	4	3	0	3
MEGF8	6	984	20	552	15	1237	54	768	68	811	12	949
MIR8077	0	0	0	0	0	0	0	0	0	0	0	0
CNFN	161	22	147	28	150	57	80	9	93	9	33	11
LIPE-AS1	103	24	107	21	135	20	71	30	125	17	106	27
LIPE	3	160	5	125	1	199	1	39	0	41	0	55
ENSG00000268605	0	0	0	0	0	0	0	0	0	0	0	0
CXCL17	0	23	12	14	1	24	0	22	0	8	11	11
RNU4-60P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269374	5	20	7	11	6	20	0	6	8	15	5	16
CEACAM1	9	95	0	72	18	92	0	110	11	89	1	121
CEACAMP2	0	0	0	0	0	0	0	0	0	0	0	0
CEACAM8	0	0	0	0	0	1	0	0	0	0	0	0
CEACAMP1	0	0	0	0	0	0	0	0	0	0	0	0
CEACAMP5	0	0	0	0	3	0	0	1	0	0	7	1
RPS10P28	0	0	6	0	1	0	0	1	1	1	1	1
PSG3	2	7	2	4	0	8	0	1	0	2	0	1
PSG8	1	27	0	6	1	7	0	3	0	4	0	1
CEACAMP6	0	0	0	0	0	0	0	0	0	2	0	0
PSG8-AS1	0	0	0	1	0	0	0	0	0	0	0	0
PSG10P	0	13	0	5	0	7	0	4	0	1	0	1
PSG1	6	494	1	324	4	332	1	21	0	23	0	14
PSG6	0	51	0	33	9	51	0	4	0	7	0	4
PSG7	0	5	0	3	0	2	5	2	0	0	0	3
CEACAMP7	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000282943	0	12	0	10	4	25	0	2	0	1	0	4
PSG11	0	6	0	5	2	10	0	0	0	1	0	0
CEACAMP8	0	0	2	0	0	2	0	0	0	0	0	0
PSG2	0	30	8	11	0	18	0	1	0	3	0	4
CEACAMP9	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000227606	0	6	0	2	0	8	0	0	0	0	0	0
PSG5	81	1715	69	1192	101	1067	19	34	12	29	3	32
PSG4	2	28	1	22	2	22	7	4	0	5	0	2
CEACAMP10	1	3	0	2	0	4	0	0	0	0	0	1
PSG9	4	150	2	116	5	131	0	12	2	11	0	13
CEACAMP11	0	10	4	3	0	3	0	2	0	2	0	0
CEACAMP4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231412	129	121	157	63	162	97	251	300	323	285	213	335
CD177	6	72	0	58	0	40	4	57	0	77	0	63
ENSG00000272396	0	0	0	0	0	0	0	1	0	1	0	0
CD177P1	0	0	0	0	0	0	0	2	0	3	0	1
TEX101	13	5	0	0	3	2	0	4	0	3	0	0
LYPD3	44	1498	50	932	101	1286	69	1695	72	1489	34	1819
PHLDB3	9	264	29	170	16	269	22	272	6	263	48	295
ETHE1	2193	1806	2037	1065	2094	1788	1062	1260	1786	1092	769	1276
ZNF575	9	50	19	32	6	59	3	15	0	13	4	29
XRCC1	41	409	4	252	4	428	0	549	11	519	1	526
ENSG00000269177	0	2	0	0	0	2	0	0	0	0	0	1
ENSG00000268361	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269583	0	2	0	0	0	0	0	0	0	2	0	2
PINLYP	6	10	1	4	12	4	0	1	0	1	0	2
IRGQ	14	912	28	612	18	957	19	692	97	679	13	597
ZNF576	131	240	145	187	165	212	100	221	248	187	90	194
SRRM5	0	9	0	7	0	7	0	6	0	15	0	16
ZNF428	23	143	37	65	44	153	1	35	15	44	4	102
CADM4	12	69	5	58	22	91	9	22	10	35	4	45
PLAUR	1373	2094	1098	1374	1366	1961	239	1451	283	1280	135	1512
RN7SL368P	0	1	0	2	2	0	0	2	0	6	0	2
ENSG00000283525	1	9	0	5	0	8	0	6	0	8	0	13
IRGC	0	0	0	1	0	1	0	0	0	0	0	1
SMG9	48	414	17	269	19	449	23	334	11	404	32	396
KCNN4	7	1612	13	945	10	1587	63	1724	76	1593	5	1936
LYPD5	14	52	4	28	9	40	5	23	27	32	6	28
ENSG00000268601	0	2	0	3	0	1	0	1	0	0	0	1
ZNF283	29	152	42	97	25	79	17	144	22	132	19	94
ZNF404	15	12	11	4	1	10	0	16	0	18	0	20
ENSG00000278917	0	1	0	2	0	2	0	0	0	2	0	2
ENSG00000267058	2	23	1	19	2	27	3	8	0	17	0	6
ENSG00000286613	0	3	0	2	0	2	0	1	0	2	0	4
ZNF45-AS1	5	3	2	3	8	3	9	6	0	5	0	4
ZNF45	5	256	15	171	12	259	0	205	11	202	22	206
ZNF221	2	11	3	9	1	6	13	14	0	11	0	16
ZNF155	4	72	12	66	9	38	0	77	0	74	28	70
ENSG00000277806	0	1	0	2	0	5	0	0	0	1	0	3
ENSG00000278492	0	0	0	0	0	0	0	0	0	0	0	1
ZNF230-DT	68	15	63	12	62	15	20	7	35	11	28	8
ZNF230	12	267	34	179	21	183	13	146	0	171	0	157
ZNF222-DT	2	0	0	2	2	0	0	0	0	0	0	0
ZNF222	79	184	85	106	90	128	52	101	109	63	76	88
ENSG00000267022	0	2	0	1	0	0	0	0	9	0	0	0
ZNF223	6	72	8	31	9	52	5	41	2	36	5	41
ZNF284	15	175	5	104	14	96	0	131	0	141	3	113
RNU6-902P	0	0	0	0	0	0	0	0	0	0	0	0
ZNF224	9	326	21	179	14	230	2	335	20	253	6	309
ENSG00000186019	19	5	7	7	19	9	6	5	1	6	12	3
ZNF225	9	234	8	128	6	116	0	149	13	99	2	119
ENSG00000289428	9	16	20	18	4	12	0	8	3	9	0	11
ZNF234	27	366	13	238	4	219	12	314	14	279	15	288
ENSG00000287035	23	3	29	1	38	1	6	1	0	0	3	1
ZNF226	682	520	715	363	761	418	334	333	463	383	433	362
ZNF227	492	351	469	211	635	172	146	228	293	244	152	204
ZNF235	13	164	19	142	23	104	4	98	0	97	0	89
ENSG00000279103	0	1	0	3	0	3	0	2	0	2	0	2
ZNF233	0	38	2	16	11	24	0	9	0	9	2	14
ENSG00000270679	0	0	0	0	0	0	0	0	0	1	0	2
NDUFA3P1	0	0	0	0	0	0	0	0	0	0	0	1
ZNF112	84	125	69	108	86	87	10	114	31	91	29	87
ENSG00000267173	0	0	0	0	0	0	0	0	0	0	0	0
ZNF285	21	107	3	88	3	70	12	67	17	86	0	84
ENSG00000267188	0	0	0	0	0	0	0	0	0	0	0	1
ZNF229	60	929	75	561	69	557	20	631	75	605	26	564
ZNF285B	1	1	2	1	2	1	0	1	3	1	0	2
ZNF180	28	432	34	305	53	312	28	519	46	425	56	429
CEACAM20	2	3	4	0	1	1	1	3	2	2	0	2
ENSG00000267614	0	1	0	0	0	1	0	0	0	1	0	0
CEACAM22P	0	13	0	10	0	15	0	28	0	10	0	22
ENSG00000224366	0	4	0	1	0	1	0	1	0	0	0	3
IGSF23	140	28	191	23	148	61	83	20	93	20	73	23
CEACAM16-AS1	18	52	12	32	25	37	61	62	41	76	21	72
PVR	108	4168	145	2784	66	2901	110	3224	108	3439	72	3723
MIR4531	0	2	0	0	0	1	0	0	0	0	0	0
CEACAM19	21	225	13	149	7	311	0	137	16	141	2	153
ENSG00000279095	0	0	0	0	0	0	0	0	0	0	0	0
CEACAM16	0	0	0	0	0	0	0	3	0	2	0	3
ENSG00000252200	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000288773	0	3	0	0	0	2	0	0	0	0	0	1
BCL3	4	206	9	188	14	379	6	159	9	146	9	161
MIR8085	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236807	0	1	0	0	0	0	0	0	0	0	0	0
CBLC	215	1091	220	732	219	1245	323	1566	510	1600	209	2013
ENSG00000285128	5	16	13	12	13	19	5	34	13	51	6	49
BCAM	4	2855	3	1915	5	2847	18	1221	38	1199	1	1582
NECTIN2	126	4655	106	3023	149	4530	32	868	67	1193	14	2605
ENSG00000267282	0	8	0	2	1	2	0	6	0	4	0	7
TOMM40	281	1667	401	1032	405	1348	79	680	171	1443	110	2947
APOE	3	37	8	14	15	32	14	0	0	0	0	5
ENSG00000280087	15	2	12	2	8	4	1	1	3	7	1	5
APOC1	337	22	344	25	346	36	603	53	717	65	523	60
APOC1P1	6	0	0	1	6	1	10	1	10	3	0	0
APOC4	0	0	0	0	0	0	0	0	0	0	0	0
APOC4-APOC2	0	1	0	0	0	0	0	0	0	1	0	0
APOC2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267114	1	4	0	1	8	3	0	3	0	5	0	4
CLPTM1	76	4764	39	2884	65	3485	15	1268	19	1878	9	2980
RELB	95	676	126	451	211	621	13	116	25	165	37	330
CLASRP	49	179	25	125	35	173	14	220	36	297	11	284
RNU6-611P	0	0	0	0	4	0	1	0	0	1	0	0
ZNF296	115	132	54	72	75	119	50	97	32	98	30	103
GEMIN7-AS1	15	12	20	4	21	9	1	16	7	11	6	8
GEMIN7	124	112	118	75	154	114	105	100	67	106	51	95
MARK4	8	114	4	77	4	149	0	61	3	78	0	95
PPP1R37	0	252	9	141	7	254	18	42	8	58	1	120
EIF5AP3	0	1	0	0	0	1	0	0	0	1	0	2
ENSG00000267044	0	0	5	0	0	0	0	0	0	0	1	1
NKPD1	0	18	0	6	0	16	0	9	1	4	0	8
TRAPPC6A	266	752	310	478	435	1169	99	542	223	545	126	621
BLOC1S3	6	617	39	411	19	502	4	377	21	393	16	407
EXOC3L2	0	0	1	0	0	0	0	0	0	1	4	0
CKM	0	0	0	0	0	2	0	0	2	0	0	0
RPS16P9	0	0	0	0	6	0	0	0	0	0	0	1
KLC3	80	358	23	204	42	352	0	61	86	121	12	151
ERCC2	28	597	16	447	23	684	32	748	68	788	16	817
PPP1R13L	53	783	32	443	53	944	48	428	36	413	32	499
POLR1G	11	170	9	85	19	132	7	200	8	216	6	169
ERCC1	1560	2156	1318	1416	1381	2177	1380	1754	2340	1547	1439	1678
MIR6088	0	0	0	0	0	0	0	0	0	0	0	0
FOSB	8	121	16	84	4	135	22	130	7	95	9	170
RTN2	16	408	8	246	23	455	23	94	14	83	6	98
PPM1N	362	187	435	128	423	220	550	82	487	74	477	117
VASP	93	1038	113	680	96	1225	51	422	68	579	35	826
OPA3	232	845	187	509	289	825	138	824	187	782	62	888
GPR4	1	0	0	0	0	0	0	0	0	0	0	0
EML2	32	308	31	160	39	227	26	373	21	324	9	384
MIR330	0	0	0	0	0	0	0	0	0	0	0	0
EML2-AS1	3	1	3	0	4	1	2	2	2	0	2	0
RN7SL836P	0	0	0	0	0	0	0	0	0	0	0	0
GIPR	2	187	3	103	3	120	0	55	0	84	1	80
MIR642A	0	0	0	0	0	0	0	0	0	0	0	0
MIR642B	0	0	0	0	0	0	0	0	0	0	0	0
SNRPD2	66458	3987	65142	2563	70824	4977	40666	5414	55343	4895	37351	4973
QPCTL	12	302	11	212	10	333	14	321	4	284	2	341
FBXO46	151	249	122	175	202	279	52	208	100	271	37	259
ENSG00000279407	0	62	1	25	2	38	0	63	0	63	0	59
MEIOSIN	0	1	0	0	0	0	0	2	0	0	0	4
SIX5	0	72	0	46	0	89	0	19	0	22	0	32
ENSG00000259605	0	1	0	0	0	2	0	1	0	2	0	0
DM1-AS	5	3	4	4	1	6	1	4	0	1	0	6
DMPK	21	458	2	287	28	638	33	271	69	390	10	601
ENSG00000268434	0	0	0	0	0	1	0	0	0	0	0	0
DMWD	11	126	17	79	30	184	33	97	55	127	10	152
RSPH6A	0	0	0	0	0	1	0	0	0	0	0	0
SYMPK	12	1527	12	926	25	1544	15	1551	36	1651	18	1964
ENSG00000269148	0	2	0	0	0	0	0	1	0	1	0	9
FOXA3	0	2	0	0	0	0	0	0	0	0	0	0
IRF2BP1	1	213	6	138	6	278	2	64	14	99	2	140
MYPOP	18	47	3	32	29	59	11	20	5	25	8	26
NANOS2	0	0	0	0	0	0	0	0	0	0	0	0
NOVA2	3	203	3	112	0	214	12	235	1	298	0	322
CCDC61	5	88	5	68	3	154	6	16	10	19	2	26
MIR769	0	0	0	0	0	1	0	0	0	0	0	1
PGLYRP1	0	0	0	0	0	2	0	2	0	16	0	8
ENSG00000268401	7	8	0	2	1	2	0	11	0	7	1	15
IGFL4	1	0	0	0	4	0	0	19	2	12	0	29
ENSG00000267922	0	5	2	3	1	18	1	10	0	6	0	2
ENSG00000268053	0	0	0	0	0	0	0	0	0	0	0	0
IGFL3	3	5	0	1	4	0	0	5	3	8	1	4
TGIF1P1	0	0	0	0	0	0	0	0	0	2	0	0
IGFL2	0	6	0	5	0	2	0	3	1	17	3	12
ENSG00000269729	8	9	13	5	13	5	34	66	16	42	46	39
IGFL2-AS1	882	1113	924	690	1048	1228	1063	1354	969	1187	797	1397
IGFL1P1	5	5	0	5	0	6	0	2	0	4	0	9
ENSG00000268460	4	83	14	35	17	51	0	84	5	85	0	109
RPL12P41	9	0	5	1	13	0	2	1	3	1	1	5
ENSG00000269745	0	4	4	1	4	0	2	0	0	1	0	2
IGFL1	115	50	101	45	107	53	205	49	98	33	129	51
ENSG00000277748	0	0	0	1	0	2	1	2	3	0	6	2
IGFL1P2	0	0	0	0	0	0	0	0	0	3	0	0
HIF3A	0	11	1	4	0	6	1	12	0	8	0	8
RNU6-924P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269124	0	0	0	0	0	0	0	0	0	0	0	0
PPP5C	30	1370	41	860	8	1069	21	1457	17	1592	17	1647
ENSG00000268810	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269151	0	0	0	0	0	0	0	0	0	0	0	0
CCDC8	0	0	0	0	0	1	0	0	0	0	0	0
PNMA8C	0	0	0	0	0	0	0	0	0	0	0	0
PNMA8A	0	1	0	0	0	0	0	0	0	0	0	0
PPP5D1P	46	14	96	6	91	16	18	9	26	15	38	16
PNMA8B	0	0	0	0	0	0	0	0	0	0	13	0
ENSG00000204850	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000278797	0	0	0	0	0	0	0	0	0	0	0	0
GAPDHP38	2	5	5	8	2	2	3	4	1	7	3	8
CALM3	7705	2543	8093	1480	8232	2206	1751	2523	3452	2373	2263	2682
ENSG00000269292	0	0	0	0	0	0	0	0	0	0	0	0
PTGIR	0	1	0	1	0	1	0	0	0	0	0	0
GNG8	4	0	2	0	0	0	6	1	4	0	1	0
ENSG00000279161	0	4	0	0	0	0	0	0	0	0	0	0
DACT3	6	5	1	0	1	0	0	1	0	0	0	1
DACT3-AS1	1	14	0	10	5	16	0	6	0	10	0	10
PRKD2	26	888	21	555	39	987	40	586	32	574	24	639
RN7SL364P	1	0	0	4	0	0	0	0	0	0	0	0
MIR320E	0	0	0	1	0	0	0	1	0	1	0	2
STRN4	28	517	15	321	21	705	32	508	51	512	38	577
ENSG00000269487	0	1	0	1	0	1	0	3	0	1	0	2
FKRP	29	463	25	253	35	332	25	216	29	256	19	277
SLC1A5	125	3826	92	2562	84	3438	56	2809	184	2965	99	3423
ENSG00000275719	0	1	0	0	0	9	0	1	1	4	0	1
ENSG00000275862	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPMP2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269014	0	0	0	0	0	0	0	0	0	0	0	0
AP2S1	10888	1979	10446	1112	10440	2214	5042	2183	8379	1829	4762	2104
ARHGAP35	139	2086	173	1198	185	2221	186	2516	324	2533	109	2683
ENSG00000279948	0	3	3	3	0	5	0	3	0	6	0	5
NPAS1	10	34	2	26	4	62	0	5	0	16	2	16
TMEM160	1403	641	1496	422	1832	1079	487	114	614	242	369	472
ZC3H4	83	743	60	463	60	709	34	735	48	828	35	716
SAE1	451	4845	627	2987	674	3967	160	5111	288	4752	203	4530
BBC3	5	48	6	39	9	88	0	10	4	11	0	14
MIR3190	0	0	0	0	0	0	0	0	0	0	0	0
MIR3191	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286669	36	4	25	5	40	3	12	3	13	1	7	2
CCDC9	13	55	11	46	10	111	7	46	2	36	10	47
